,time,open,high,low,close,Basis,Upper,Lower,Plot,Up Trend,Down Trend,Long Stop,Long Stop Start,Buy Indicator,Short Stop,Short Stop Start,Sell Indicator,Unnamed: 17,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band,Histogram,MACD,Signal,buy_Open_min,buy_Open_max,buy_Close_min,buy_Close_max,sell_Open_min,sell_Open_max,sell_Close_min,sell_Close_max
0,2022-01-01T00:00:00+05:00,3710.19090162722,3710.19090162722,3687.67,3696.81499999999,3755.35674999999,3828.28465251545,3682.42884748453,3703.50295081361,,3763.09239225681,,,,3720.54954325984,,,3701.21670081361,15.829182953358,28.1704186615123,,,-6.87966090827401,-7.69397871641922,-0.814317808145206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2022-01-01T00:15:00+05:00,3703.50295081361,3703.50295081361,3650.99,3670.7225,3749.20537499999,3828.60880208754,3669.80194791245,3687.1127254068,,3750.74610794976,,,,3711.4718945774,,,3682.1796004068,11.7337299947212,25.6187497966954,,,-7.59062704992195,-10.3026016205476,-2.71197457062569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2022-01-01T00:30:00+05:00,3687.1127254068,3687.1127254068,3643.0,3653.71249999999,3741.92474999999,3828.03082821066,3655.81867178932,3670.4126127034,,3744.43984961411,,,,3698.34919626244,,,3667.7344877034,9.92094176990764,22.9442123737301,,,-8.41158467388757,-13.2264554129851,-4.81487073909758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2022-01-01T00:45:00+05:00,3670.4126127034,3670.4126127034,3623.0,3637.0675,3733.99037499999,3827.70221465084,3640.27853534914,3653.7400563517,,3732.37522838236,,,,3685.46278511809,,,3650.2231813517,8.52477996882412,20.0868980154559,,,-9.27394118602116,-16.407297221624,-7.13335603560288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2022-01-01T01:00:00+05:00,3653.7400563517,3663.87,3622.29,3642.23249999999,3726.44824999999,3824.12156895304,3628.77493104694,3647.98627817585,,3732.37522838236,,,,3684.13414255904,,,3645.53313908792,12.6567833255955,17.8856046598325,,,-9.48056518294835,-18.9840625142883,-9.50349733133996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2022-01-01T01:15:00+05:00,3647.98627817585,3660.0,3641.47,3654.02749999999,3719.43524999999,3816.75877643284,3622.11172356715,3651.00688908792,,3732.37522838236,,,,3675.95732127952,,,3650.87094454396,21.4362681621747,17.2500898323257,,,-9.01105228760499,-20.7673126908462,-11.7562604032412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2022-01-01T01:30:00+05:00,3651.00688908792,3663.84,3645.0,3654.55,3712.65287499999,3808.19567317587,3617.11007682411,3652.77844454396,,3732.37522838236,,,,3675.95732127952,,,3653.59922227198,21.8134254408237,17.078549680487,,,-8.40818298053252,-22.2664891289068,-13.8583061483743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,2022-01-01T01:45:00+05:00,3652.77844454396,3652.77844454396,3640.56,3647.41249999999,3705.87112499999,3799.70415975465,3612.03809024533,3650.09547227198,,3725.75673801629,,,,3668.71920531988,,,3648.38234727198,20.3665231109805,17.1556896262271,,,-7.95178954258246,-23.7980430766024,-15.8462535340199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2022-01-01T02:00:00+05:00,3650.09547227198,3664.62,3633.84,3645.5375,3699.00074999999,3789.31012393385,3608.69137606613,3647.81648613599,,3725.75673801629,,,,3668.71920531988,,,3648.52324306799,19.9891875414577,17.3061611507375,,,-7.44720253613742,-25.1552567041917,-17.7080541680543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,2022-01-01T02:15:00+05:00,3647.81648613599,3660.48,3635.67,3648.7075,3692.23412499999,3776.09222869767,3608.37602130231,3648.26199306799,,3725.75673801629,,,,3668.71920531988,,,3648.16849653399,22.6151405263777,17.3593492597716,,,-6.76437572376854,-26.163523822765,-19.3991480989964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2022-01-01T02:30:00+05:00,3648.26199306799,3701.85,3648.26199306799,3676.125,3687.10424999999,3761.14999306012,3613.05850693986,3662.19349653399,,3725.75673801629,3633.24329468011,3633.24329468011,3633.24329468011,,,,3668.62474653399,40.8154031783989,18.7753741173351,,,-5.23665474863825,-25.9449665347942,-20.708311786156,3648.26199306799,3731.15154500574,3676.125,3736.77,0.0,0.0,0.0,0.0
11,2022-01-01T02:45:00+05:00,3662.19349653399,3690.22,3662.19349653399,3683.49,3683.36387499999,3749.81481356564,3616.91293643434,3672.84174826699,,3725.75673801629,3646.4795521049,,,,,,3674.52424826699,44.6066845922998,20.5029227182072,,,-3.74947267565742,-25.3951526307278,-21.6456799550703,3648.26199306799,3731.15154500574,3676.125,3736.77,0.0,0.0,0.0,0.0
12,2022-01-01T03:00:00+05:00,3672.84174826699,3710.29,3672.84174826699,3696.35,3681.05449999999,3742.11036535384,3619.99863464614,3684.59587413349,,3725.75673801629,3657.2482375993,,,,,,3688.08087413349,50.5934492640569,22.7588242932948,,,-2.16026486046265,-24.3460110306486,-22.185746170186,3648.26199306799,3731.15154500574,3676.125,3736.77,0.0,0.0,0.0,0.0
13,2022-01-01T03:15:00+05:00,3684.59587413349,3712.5,3684.59587413349,3699.4775,3679.82299999999,3738.29454478135,3621.35145521863,3692.03668706674,,3725.75673801629,3664.57934957307,,,,,,3695.29231206675,51.9613178283236,25.2044869755214,,,-0.830746086972492,-23.2241787789016,-22.3934326919291,3648.26199306799,3731.15154500574,3676.125,3736.77,0.0,0.0,0.0,0.0
14,2022-01-01T03:30:00+05:00,3692.03668706674,3692.55,3675.37,3684.475,3678.16949999999,3734.09555532394,3622.24344467604,3688.25584353337,,3725.75673801629,3668.76929978653,,,,,,3686.10792176668,45.4256574179282,27.3185208658478,,,-0.265172167816611,-22.7248979016999,-22.4597257338833,3648.26199306799,3731.15154500574,3676.125,3736.77,0.0,0.0,0.0,0.0
15,2022-01-01T03:45:00+05:00,3688.25584353337,3691.59,3673.55,3681.09249999999,3676.13449999999,3728.4056614955,3623.86333850448,3684.67417176668,,3725.75673801629,3668.76929978653,,,,,,3683.62208588334,44.0716988064245,29.6283757809695,,,0.094908361189347,-22.3410902823966,-22.4359986435859,3648.26199306799,3731.15154500574,3676.125,3736.77,0.0,0.0,0.0,0.0
16,2022-01-01T04:00:00+05:00,3684.67417176668,3695.01,3681.17,3687.245,3674.57624999999,3723.46190038784,3625.69059961214,3685.95958588334,,3725.75673801629,3668.76929978653,,,,,,3687.02479294167,47.1742959264185,32.2893296492917,,,0.587749989965487,-21.7013111561291,-22.2890611460946,3648.26199306799,3731.15154500574,3676.125,3736.77,0.0,0.0,0.0,0.0
17,2022-01-01T04:15:00+05:00,3685.95958588334,3695.58,3683.57,3689.0025,3673.21424999999,3718.78611300622,3627.64238699376,3687.48104294167,,3725.75673801629,3672.25066247331,,,,,,3688.52802147083,48.065859917517,35.1136925027698,,,1.02951250908538,-21.0021705097378,-22.0316830188232,3648.26199306799,3731.15154500574,3676.125,3736.77,0.0,0.0,0.0,0.0
18,2022-01-01T04:30:00+05:00,3687.48104294167,3697.9,3685.55,3690.64,3672.20737499999,3715.23377749068,3629.1809725093,3689.06052147083,,3725.75673801629,3675.47158123665,,,,,,3690.39276073541,48.9357655289723,37.7050483744395,,,1.41973253046288,-20.2570173557446,-21.6767498862075,3648.26199306799,3731.15154500574,3676.125,3736.77,0.0,0.0,0.0,0.0
19,2022-01-01T04:45:00+05:00,3689.06052147083,3693.51,3672.22,3683.815,3671.12487499999,3711.77358412818,3630.4761658718,3686.43776073541,,3725.75673801629,3675.47158123665,,,,,,3684.6513803677,45.4949172734723,39.4235233109608,,,1.50747723312981,-19.7924033447952,-21.299880577925,3648.26199306799,3731.15154500574,3676.125,3736.77,0.0,0.0,0.0,0.0
